beer_name,style,brewery,city,abv,num_ratings,ba_score
The Only Thing I Know Is That I Know Nothing,American IPA,Evil Twin Brewing,Brooklyn,7,21,4.18
Vert Mont,American Imperial IPA,Greenpoint Beer & Ale Company,Brooklyn,8,20,4.18
Pumking - Chai Tea Infused,Pumpkin Beer,Southern Tier Brewing Company,Lakewood,8.6,18,4.18
Purgatory,American IPA,Greenpoint Beer & Ale Company,Brooklyn,7,17,4.18
Heavy Is The Crown,American IPA,Barrier Brewing Company,Oceanside,7.2,16,4.18
Dollar Slice,American IPA,Other Half Brewing Co.,Brooklyn,7.5,14,4.18
3 Minutes To Midnight,American Porter,Finback Brewery,Queens,6.8,13,4.18
Hennepin - Motueka,Belgian Saison,Brewery Ommegang,Cooperstown,7.7,12,4.18
"Short, Dark & Handsome (Mexican Hot Chocolate)",American Stout,Other Half Brewing Co.,Brooklyn,7.2,12,4.18
Sand City / Equillibrium - Infinite Fluctuation,American Imperial IPA,Sand City Brewing Co.,Northport,8.5,12,4.18
Solar Return,American Wild Ale,Grimm Artisanal Ales,Brooklyn,5,11,4.18
Intruder Annihilation,American Imperial IPA,Kings County Brewers Collective (KCBC),Brooklyn,9,11,4.18
Malt Balls,American Brown Ale,Peekskill Brewery,Peekskill,5.9,10,4.18
Anti-Resin,American Imperial IPA,Sixpoint Brewery,Brooklyn,9.5,10,4.18
Synthesis,American IPA,Greenpoint Beer & Ale Company,Brooklyn,7.4,9,4.18
Almost Famous,New England IPA,Torch & Crown Brewing Company,New York,6.6,9,4.18
DDH Lupulin Mutant,New England IPA,Sloop Brewing Co. @ the Factory,Hopewell Junction,6.5,9,4.18
Grunge!,American Imperial IPA,SingleCut Beersmiths,Queens,7.7,9,4.18
ABV IPA,American IPA,Community Beer Works,Buffalo,6,8,4.18
Barrel Aged Beanhead,American Porter,Rushing Duck Brewing Company,Chester,5.3,8,4.18
Interboro / Root + Branch - Mad Fat! Fluff,American Pale Ale (APA),Interboro Spirits and Ales,Brooklyn,5.5,7,4.18
"Divided By Zero 5/30/17 Citra, Eureka, & Galaxy",American IPA,Rushing Duck Brewing Company,Chester,6.8,7,4.18
Sangria White,American Wild Ale,Sloop Brewing,Elizaville,6.8,7,4.18
Howler,New England IPA,Sixpoint Brewery,Brooklyn,7.3,7,4.18
Raised Bed,American Wild Ale,Plan Bee Farm Brewery,Poughkeepsie,5.5,6,4.18
Wildberry Sorbet Gose,Leipzig Gose,Decadent Ales,Mamaroneck,5.8,5,4.18
I Always Look Forward to my Daily Commute on the L Train,American Imperial IPA,Evil Twin Brewing NYC,Queens,11.3,5,4.18
CNY Harvest,American IPA,Good Nature Farm Brewery & Tap Room - Downtown,Hamilton,6.5,5,4.18
Earth Intruders,American Imperial Stout,Gun Hill Brewing Company,Bronx,10.3,5,4.18
No Half Steppin (Citra),American IPA,Radiant Pig Craft Beers,New York,6.5,5,4.18
Rest Assured,American Pale Ale (APA),Suarez Family Brewery,Hudson,5.6,5,4.18
Double IPA,American Imperial IPA,Five Boroughs Brewing Co,Brooklyn,8,4,4.18
Run Ya Pockets,American Imperial IPA,Barrier Brewing Company,Oceanside,8.5,3,4.18
Funky Monkey,American IPA,CB Craft Brewers,Honeoye Falls,7,3,4.18
"Imperial ""Rye""Der",Pumpkin Beer,Captain Lawrence Brewing Co.,Elmsford,8.5,3,4.18
Wonderful Nonsense,American IPA,Fifth Hammer Brewing,Queens,7.5,3,4.18
Oatmeal Stout,American Stout,Honey Hollow Brewing Co.,Earlton,7.4,3,4.18
Automatic Work - Untitled 3,American Imperial IPA,LIC Beer Project,Queens,8.5,3,4.18
Old Ale,English Old Ale,Swiftwater Brewing Company,Rochester,8.5,3,4.18
Take Time Out To Smile IPA,American IPA,Twin Elder Brewery,Victor,5.2,3,4.18
Woodstock Lager,German Helles,Woodstock Brewing,Phoenicia,4.9,2,4.18
Touch Me In The Morning,German Kölsch,Barrage Brewing Company,Farmingdale,6.4,2,4.18
Maple Pecan Porter,American Porter,Brindle Haus Brewing Company,Spencerport,7.5,2,4.18
Rowland's Porter,American Porter,C.H. Evans Brewing Company,Albany,5,2,4.18
Robot Fish #13 Pearl/Veterans Blend,American IPA,Kings County Brewers Collective (KCBC),Brooklyn,6.6,2,4.18
Visceral Emotion,Belgian Saison,LIC Beer Project,Queens,6,2,4.18
Glen Cocoa,American Imperial Porter,Pressure Drop Brewing,Buffalo,7.4,2,4.18
Hell Is Coming,Russian Imperial Stout,The North Brewery,Endicott,12,2,4.18
Parlance - Japanese Plum 2018 Harvest,Belgian Fruit Lambic,Suarez Family Brewery,Hudson,5,2,4.18
Conflagration,American Brown Ale,The FarmHouse Brewery,Owego,6.7,2,4.18
Genesee Lemon Strawberry Cream Ale,American Cream Ale,Genesee Brewing Co. / Dundee Brewing Co.,Rochester,5.1,1,4.18
Vuk I,New England IPA,Wolf & Warrior Brewing Co.,White Plains,7.5,1,4.18
Chelsea Hop Devil,American IPA,Chelsea Craft Brewing Company,Bronx,?,1,4.18
Sliced Bread,American Pale Ale (APA),Captain Lawrence Brewing Co.,Elmsford,6,1,4.18
Against the Current,Fruit and Field Beer,Druthers Brewing Company,Albany,6,1,4.18
Schedule 40,American Stout,Fifth Hammer Brewing,Queens,5.6,1,4.18
Grüngeist Pale Ale,American Pale Ale (APA),Genesee Brew House,Rochester,6,1,4.18
Lemon Cherry Sourbet,American IPA,Froth Brewing Co.,Buffalo,6.1,1,4.18
OG Cured 'N Coffee,American Porter,Greenport Harbor Brewing Company,Greenport,8.1,1,4.18
Ponce Scheme,American IPA,Greenpoint Beer & Ale Company,Brooklyn,?,1,4.18
Real Love 2019 Remix,American Imperial IPA,Interboro Spirits and Ales,Brooklyn,10,1,4.18
Black IPA,American Black Ale,Naked Dove Brewing Company,Canandaigua,5.8,1,4.18
Melpomene - Blood Orange Moscow Mule,Leipzig Gose,Mortalis Brewing Co.,Avon,?,1,4.18
Bootlegger Series Dark Sour,American Wild Ale,Northway Brewing Co.,Queensbury,7.5,1,4.18
Pack Dog Porter,American Porter,Three Huskies Brewing,Canandaigua,6,1,4.18
Denali Double IPA,American Imperial IPA,Triphammer Bierwerks,Fairport,8,1,4.18
Regular Ass Sunday,American Stout,The North Brewery,Endicott,?,1,4.18
Roasty O'Donnell,English Oatmeal Stout,The North Brewery,Endicott,5,1,4.18
Trap Klouds,American Stout,The North Brewery,Endicott,4.5,1,4.18
Cadejo Negro,American Pale Ale (APA),Roc Brewing Company,Rochester,5.4,1,4.18
28 Months Later,English Old Ale,Rushing Duck Brewing Company,Chester,13.7,1,4.18
It’s Not Rocket Surgery,American Wild Ale,Rushing Duck Brewing Company,Chester,5.4,1,4.18
Grandmaster Dunk,Munich Dunkel Lager,Rohrbach Brewing Company (Brewpub),Rochester,5.8,1,4.18
Pilzn,Bohemian Pilsener,Shelter Island Craft Brewery,Shelter Island,5,1,4.18
Hippies On The Yip,Belgian Saison,SquareHead Brewing Company,Holbrook,?,1,4.18
Painkiller Sour,American Wild Ale,Swiftwater Brewing Company,Rochester,6,1,4.18
Lil' B,American Imperial Porter,Evil Twin Brewing,Brooklyn,11.5,"1,299",4.17
Psychokinesis,American Wild Ale,Grimm Artisanal Ales,Brooklyn,5,327,4.17
Super Going,Leipzig Gose,Grimm Artisanal Ales,Brooklyn,4.8,232,4.17
Hayburner American IPA,American IPA,Big Ditch Brewing Company,Buffalo,7,172,4.17
Barrel Select Gold,American Wild Ale,Captain Lawrence Brewing Co.,Elmsford,7,169,4.17
Are You Ready Steve?,American IPA,SingleCut Beersmiths,Queens,7,147,4.17
I'm An Alligator,American Imperial IPA,SingleCut Beersmiths,Queens,8.2,145,4.17
Blackberry Orange Pop!,Berliner Weisse,Grimm Artisanal Ales,Brooklyn,6,127,4.17
Party Crasher,New England IPA,LIC Beer Project,Queens,5.5,92,4.17
Aún Más A Jesús - Brandy Barrel-Aged,American Imperial Stout,Evil Twin Brewing,Brooklyn,12,89,4.17
Coffee Cup,American Imperial Stout,Common Roots Brewing Company,South Glens Falls,9,84,4.17
Caviar,American Imperial IPA,Finback Brewery,Queens,10,59,4.17
Galaxy Pop!,Berliner Weisse,Grimm Artisanal Ales,Brooklyn,4.8,56,4.17
MK Ultra,American Imperial IPA,Finback Brewery,Queens,8.5,47,4.17
Down Under Bomb,New England IPA,Sloop Brewing,Elizaville,6.5,47,4.17
Dancing Green Diamonds,American Imperial IPA,Other Half Brewing Co.,Brooklyn,9.1,41,4.17
Bourbon Barrel Vanilla Smoked Porter,Smoke Porter,Brewery Ommegang,Cooperstown,8.9,40,4.17
New Age,American Imperial IPA,Grimm Artisanal Ales,Brooklyn,8,36,4.17
Signal To Noise,American Imperial IPA,Grimm Artisanal Ales,Brooklyn,8.5,35,4.17
Nectar,American Wild Ale,Plan Bee Farm Brewery,Poughkeepsie,?,32,4.17
In Absentia Luci - Red Wine Barrel Aged,American Imperial Stout,Other Half Brewing Co.,Brooklyn,11,31,4.17
Juice Bomb - Double Dry Hopped,American IPA,Sloop Brewing,Elizaville,6.5,30,4.17
Midnight Showers,American Black Ale,Other Half Brewing Co.,Brooklyn,7.4,27,4.17
Handsome Maniac,Belgian Tripel,Sand City Brewing Co.,Northport,10,27,4.17
"Everything Was Forever, Until It Was No More",Russian Imperial Stout,Threes Brewing,Brooklyn,10,27,4.17
Beach Zombie,Berliner Weisse,Kings County Brewers Collective (KCBC),Brooklyn,3.7,25,4.17
Cabana,German Pilsner,Suarez Family Brewery,Hudson,4.5,22,4.17
Baked Ziti,American IPA,Other Half Brewing Co.,Brooklyn,7.5,19,4.17
Daydream Layers (Galaxy + Motueka + Huell Melon),American Imperial IPA,Other Half Brewing Co.,Brooklyn,8,18,4.17
Tetraplex,American Imperial IPA,Grimm Artisanal Ales,Brooklyn,10,17,4.17
"Mmm... Fruit Dream (Blackberries, Tahitian Vanilla & Cascara)",Berliner Weisse,Other Half Brewing Co.,Brooklyn,4.2,17,4.17
You People (DDH),American IPA,Threes Brewing,Brooklyn,6.7,17,4.17
Ectoplasmic Orange,New England IPA,Decadent Ales,Mamaroneck,8.7,16,4.17
Jarrylo + Mosaic,American Imperial IPA,Other Half Brewing Co.,Brooklyn,8.5,16,4.17
Double Dry Hopped Small Citra Everything,American IPA,Other Half Brewing Co.,Brooklyn,6.5,15,4.17
Bombogenesis,American Imperial IPA,"Chatham Brewing, LLC",Chatham,8.5,14,4.17
Finback / Civil Society - Weekend Getaway,American IPA,Finback Brewery,Queens,7.4,13,4.17
Fractal Citra/Simcoe,American IPA,Equilibrium Brewery,Middletown,6.8,13,4.17
Citra + Strata,American Imperial IPA,Other Half Brewing Co.,Brooklyn,8.5,13,4.17
Very Stable Genius,American Imperial IPA,District 96 Beer Factory,New City,7.8,12,4.17
Archer's Saison,Belgian Saison,Finback Brewery,Queens,8.5,12,4.17
Bride Of Beach Zombie,Berliner Weisse,Kings County Brewers Collective (KCBC),Brooklyn,4,12,4.17
Dip-a-Roos!,American Imperial IPA,Other Half Brewing Co.,Brooklyn,8.3,12,4.17
Farmstand Ale Batch: NY Wild Ale,American Wild Ale,Plan Bee Farm Brewery,Poughkeepsie,3.5,12,4.17
DDH Liquid Sorcery,New England IPA,Sloop Brewing,Elizaville,6,12,4.17
Terry Meets Julie,American Wild Ale,SingleCut Beersmiths,Queens,4.2,12,4.17
Intermediate Dance Moves,American Imperial IPA,Equilibrium Brewery,Middletown,8,11,4.17
So Choice,American Imperial IPA,Sand City Brewing Co.,Northport,8.5,11,4.17
Muncheez Truck,English Sweet / Milk Stout,Swiftwater Brewing Company,Rochester,9.3,10,4.17
Madcap,Leipzig Gose,Freethought,Brooklyn,6,8,4.17
Interboro / Civil Society - Madder Fatter Fresher,American Imperial IPA,Interboro Spirits and Ales,Brooklyn,10,8,4.17
Saranac Permafrost,American Imperial IPA,Matt Brewing Company / Saranac Brewery,Utica,8.5,8,4.17
Southampton North Fork Fresh Hop,English Extra Special / Strong Bitter (ESB),Southampton Publick House,Southampton,5.2,8,4.17
Lutz,German Kellerbier / Zwickelbier,Common Roots Brewing Company,South Glens Falls,5.2,7,4.17
Finback / Mikkeller - Yesterday’s Sunset,American IPA,Finback Brewery,Queens,7.2,7,4.17
Grizzled Skipper Smoked Vanilla Porter,Smoke Porter,Grist Iron Brewing Company,Burdett,6.56,7,4.17
Full Cord Double IPA,American Imperial IPA,Ausable Brewing Co.,Keeseville,8.6,6,4.17
Science of Selling Secrets,New England IPA,Destination Unknown Beer Co.,Bay Shore,6.2,6,4.17
Even More Candy Bars Edition 3,American Imperial Stout,Evil Twin Brewing NYC,Queens,14,6,4.17
Double Dry Hopped Hop Showers w/ Citra,American IPA,Other Half Brewing Co.,Brooklyn,7.4,6,4.17
The Descent,New England IPA,Greenpoint Beer & Ale Company,Brooklyn,6.4,5,4.17
Neon Neon Rainbows,American Imperial IPA,Brewery Ommegang,Cooperstown,8,4,4.17
Pulling Rank: Roll Call no. 9,American IPA,Gun Hill Brewing Company,Bronx,7.5,4,4.17
Bodega Cat,American Stout,Kings County Brewers Collective (KCBC),Brooklyn,5.8,4,4.17
OldManBearMa - Galaxy,American Imperial IPA,Mortalis Brewing Co.,Avon,8,4,4.17
BeeRoo,American Wild Ale,Plan Bee Farm Brewery,Poughkeepsie,5.5,4,4.17
L2 Vienna Lager,Vienna Lager,Transmitter Brewing,Brooklyn,5.1,4,4.17
On the Spectrum,American IPA,Woodstock Brewing,Phoenicia,6.5,3,4.17
Spirograph Rainbow,American IPA,Woodstock Brewing,Phoenicia,7.2,3,4.17
The Hills are Hoppier,American IPA,Barrier Brewing Company,Oceanside,7,3,4.17
1813 Porter,American Porter,Buffalo Brewing Company,Buffalo,5.7,3,4.17
Wilk & Honey,Belgian Strong Pale Ale,Finback Brewery,Queens,?,3,4.17
Dockyard Light,German Kölsch,Harbor Head Brewing Company,Northport,4.8,3,4.17
4 Piece Pale Ale (Dry Hop Cascade),American Pale Ale (APA),Prison City Pub & Brewery,Auburn,5.5,3,4.17
Krak Des Chevaliers,Belgian Dubbel,Saint James Brewery,Holbrook,7,3,4.17
Blond Ale,American Blonde Ale,Seneca Lodge Craft Brewing,Watkins Glen,?,3,4.17
XPA 15.0,American IPA,Woodcock Brothers Brewing Company,Wilson,6.5,2,4.17
Humblebrag,New England IPA,Kills Boro Brewing Company,Staten Island,6.9,2,4.17
Homie Haulers,American Lager,Indian Ladder Farmstead Cidery & Brewery (ILFCB),Altamont,6.37,2,4.17
Sumac,American Wild Ale,Lake Drum Brewing,Geneva,?,2,4.17
OldManBearMa - Motueka,American Imperial IPA,Mortalis Brewing Co.,Avon,8.3,2,4.17
Oak Aged 12th Anniversary Porter,English Porter,"Middle Ages Brewing Co., Ltd.",Syracuse,8,2,4.17
Bourbon Barrel Aged Barleywine,American Barleywine,Oyster Bay Brewing Co.,Oyster Bay,12.5,2,4.17
Intersect: Vic Secret & Citra,American IPA,Torch & Crown Brewing Company,New York,5.1,2,4.17
Strawbonic Chronic,Fruit and Field Beer,Aurora Ale & Lager Co.,King Ferry,5.5,1,4.17
Green Clouds IPA,American IPA,WT Brews,Baldwinsville,?,1,4.17
E'Ville Brown Ale,English Brown Ale,Alphabet City Brewing Company,New York,5.4,1,4.17
Nuclear Option,American Imperial IPA,District 96 Beer Factory,New City,8,1,4.17
OG Season High,American IPA,Greenport Harbor Brewing Company,Greenport,7.3,1,4.17
Hib- Hop,Belgian Saison,Iconyc Brewing Company,Queens,7.5,1,4.17
Celtic Ale (Whiskey Barrel Aged),Irish Red Ale,Long Ireland Beer Company,Riverhead,5.5,1,4.17
Whiskey Winter,Winter Warmer,Long Ireland Beer Company,Riverhead,7.2,1,4.17
Bourbon Barrel Aged Export Stout,American Stout,Oyster Bay Brewing Co.,Oyster Bay,7.8,1,4.17
Flow Control,American IPA,Obercreek Brewing Company,Wappingers Falls,7,1,4.17
Perpetrator,German Doppelbock,Prison City Pub & Brewery,Auburn,8.4,1,4.17
Pumpkin Ale,Pumpkin Beer,Pine Island Brewing Company,Pine Island,5.6,1,4.17
BBA 4 Beans,American Imperial Porter,Sixpoint Brewery,Brooklyn,11,1,4.17
Steubock,German Doppelbock,Steuben Brewing Company,Hammondsport,7.2,1,4.17
Abbey Ale,Belgian Dubbel,Brewery Ommegang,Cooperstown,8.2,"4,700",4.16
Puff,New England IPA,Sixpoint Brewery,Brooklyn,9.8,"1,046",4.16
Rainbow Dome,American Wild Ale,Grimm Artisanal Ales,Brooklyn,5.4,346,4.16
Aún Más Todo Jesús,American Imperial Stout,Evil Twin Brewing,Brooklyn,12,273,4.16
Righteous Ale - Barrel-Aged,Rye Beer,Sixpoint Brewery,Brooklyn,10.5,117,4.16
Willful Delusions Of False Perception,New England IPA,Foreign Objects Beer Company,New Paltz,6.5,86,4.16
Super You,Leipzig Gose,Grimm Artisanal Ales,Brooklyn,5.3,68,4.16
Citra Bomb,New England IPA,Sloop Brewing,Elizaville,6.5,68,4.16
Precious,American Wild Ale,Plan Bee Farm Brewery,Poughkeepsie,?,65,4.16
Precision Neurosis,New England IPA,Foreign Objects Beer Company,New Paltz,8,45,4.16
Double,American Imperial IPA,Upstate Brewing Company,Elmira,7.7,45,4.16
Savage,American Wild Ale,Plan Bee Farm Brewery,Poughkeepsie,?,42,4.16
Kickin’ Knowledge,New England IPA,Barrier Brewing Company,Oceanside,7,39,4.16
Passionfruit Pop!,Berliner Weisse,Grimm Artisanal Ales,Brooklyn,4.8,38,4.16
Mosaic Is President,American IPA,Other Half Brewing Co.,Brooklyn,6.2,37,4.16
Neil Into The Void IPA,American Black Ale,SingleCut Beersmiths,Queens,6,37,4.16
Metal,American Imperial IPA,SingleCut Beersmiths,Queens,7.7,32,4.16
Moonfarmer,New England IPA,West Kill Brewing,West Kill,6.8,30,4.16
Plumage,New England IPA,Hudson Valley Brewery,Beacon,8,28,4.16
Chocolate Cherry Icing On The Cake,American Imperial Stout,Grimm Artisanal Ales,Brooklyn,11,27,4.16
Big in Japan DDH,New England IPA,SingleCut Beersmiths,Queens,6.6,24,4.16
Satan For A Weekend,American Imperial IPA,Barrier Brewing Company,Oceanside,11.7,23,4.16
Kim Red Raspberry Sour Lagrrr!,American Wild Ale,SingleCut Beersmiths,Queens,4.2,21,4.16
Item,American IPA,Finback Brewery,Queens,5,19,4.16
"Powder Dreams - Citra, Mosaic Lupulin Powder and Bravo",New England IPA,Captain Lawrence Brewing Co.,Elmsford,7.5,18,4.16
Gemheart,New England IPA,Hudson Valley Brewery,Beacon,8,16,4.16
Pop's Imperial Maple Pumpkin Ale,Pumpkin Beer,Mill House Brewing Company,Poughkeepsie,10,16,4.16
Curly Fries,American IPA,Other Half Brewing Co.,Brooklyn,7.5,16,4.16
Morir Soñando (aka Die Dreaming),American IPA,Other Half Brewing Co.,Brooklyn,8,16,4.16
Other Half / Angry Chair - Spumoni Dream,American Imperial Stout,Other Half Brewing Co.,Brooklyn,12.5,15,4.16
Intruder Alert,American Imperial IPA,Kings County Brewers Collective (KCBC),Brooklyn,8.3,14,4.16
Imperial Wedding Cake Break,American Imperial Porter,Evil Twin Brewing,Brooklyn,11.5,13,4.16
Ambassador Black And White,American Imperial Stout,Interboro Spirits and Ales,Brooklyn,11,12,4.16
Hypersleep,American Imperial Stout,Other Half Brewing Co.,Brooklyn,13,12,4.16
IPA,American IPA,LIC Beer Project,Queens,7,11,4.16
Freak Cafe,American Brown Ale,Three Heads Brewing,Rochester,7,11,4.16
What Is Citra?,American IPA,Common Roots Brewing Company,South Glens Falls,6.2,10,4.16
Session Pale Ale,American Pale Ale (APA),Common Roots Brewing Company,South Glens Falls,5,9,4.16
Evil Twin / Trillium Corner of George St. and Shawmut Road,American IPA,Evil Twin Brewing NYC,Queens,7.2,9,4.16
Screwdriver,American Imperial IPA,Industrial Arts Brewing Company,Garnerville,8.5,9,4.16
Pine Island Scottish Ale,Scottish Ale,Pine Island Brewing Company,Pine Island,6.6,9,4.16
Saint Baldrick’s Brew,American IPA,Sand City Brewing Co.,Northport,6.8,9,4.16
Dontcha Know,American Imperial Stout,Evil Twin Brewing,Brooklyn,14,8,4.16
Kinds Of Light,American Wild Ale,Hudson Valley Brewery,Beacon,6,8,4.16
Double IPA,American Imperial IPA,Montauk Brewing Company,Montauk,7.4,8,4.16
Storyteller,American Imperial Stout,Strong Rope Brewery,Brooklyn,10,8,4.16
White Bronco IPA,American IPA,Brickyard Brewing Company,Lewiston,6.8,7,4.16
Snoskred Imperial IPA,American Imperial IPA,Great Adirondack Steak And Seafood Co.,Lake Placid,8,7,4.16
Cognac Barrel-Aged Smoke Screens & Oil Slicks w/ Vanilla,American Imperial Stout,Other Half Brewing Co.,Brooklyn,11.5,7,4.16
Smoke Screens & Oil Slicks - Vanilla,American Imperial Stout,Other Half Brewing Co.,Brooklyn,13.8,7,4.16
Passionate Freak,Belgian Tripel,Sand City Brewing Co.,Northport,11,7,4.16
Double Something Citra,American Imperial IPA,Finback Brewery,Queens,8.5,6,4.16
Acidifus Nelson,American IPA,Greenpoint Beer & Ale Company,Brooklyn,6.5,6,4.16
More Trombone!,American IPA,Kings County Brewers Collective (KCBC),Brooklyn,7,6,4.16
"Gimme, Gimme - Blackberry Peach",American Wild Ale,Kills Boro Brewing Company,Staten Island,6,6,4.16
Folsom Prison Bluesberry,American Wild Ale,Prison City Pub & Brewery,Auburn,4,6,4.16
Stormy Water,American Wild Ale,Finback Brewery,Queens,6,5,4.16
Fractal Enigma+Citra,American IPA,Equilibrium Brewery,Middletown,6.8,5,4.16
Black Jack,English Oatmeal Stout,Ellicottville Brewing Co.,Fredonia,?,4,4.16
Science of Selling Space Junk,American IPA,Destination Unknown Beer Co.,Bay Shore,6.1,4,4.16
Albertus,American Imperial Stout,Crossroads Brewing Company,Athens,8.4,3,4.16
Evil Twin / Decadent - Decadent Delight 4,American Imperial Stout,Evil Twin Brewing,Brooklyn,11.7,3,4.16
Grace's Summer Ale,English Pale Mild Ale,Lake Placid Craft Brewing Company,Lake Placid,4.3,3,4.16
Seeds Of Love And Outrage,American IPA,Strong Rope Brewery,Brooklyn,6.2,3,4.16
Noon Moon,English Sweet / Milk Stout,Grimm Artisanal Ales,Brooklyn,12,2,4.16
Double White Out,Belgian Witbier,Van Dyck - Mad Jack Brewing,Schenectady,6.4,2,4.16
Northeast Corridor,Belgian Saison,Big aLICe Brewing,Queens,6.8,2,4.16
Raspberries Taste Like Raspberries,American IPA,Captain Lawrence Brewing Co.,Elmsford,7.75,2,4.16
Saaz Matters,American Pale Ale (APA),District 96 Beer Factory,New City,5.4,2,4.16
Tropical OGB,Berliner Weisse,Greenport Harbor Brewing Company,Greenport,5,2,4.16
Box'd Smoke'd Porter,Smoke Porter,Glenmere Brewing Company,Florida,7.2,2,4.16
Just Saying... Rotating IPA Series Vol. 1,New England IPA,Hamburg Brewing Company,Hamburg,7.5,2,4.16
ISO,Fruit and Field Beer,Gun Hill Brewing Company,Bronx,8,2,4.16
Nelson Pale Ale 2,American Pale Ale (APA),Montauk Brewing Company,Montauk,?,2,4.16
